C.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	ministerio	ministerio	a ministry	grupo	alternativoj	prononco
level	kajereto (notlibreto)	kajereto (notlibreto)	a note, a notebook	grupo	alternativoj	prononco
level	lotuso	lotuso	a lotus	grupo	alternativoj	prononco
level	ekspedi	ekspedi	to expedite, to dispatch, to send off	grupo	alternativoj	prononco
level	mitologio	mitologio	mythology	grupo	alternativoj	prononco
level	manlibro	manlibro	a manual	grupo	alternativoj	prononco
level	akvario	akvario	an aquarium	grupo	alternativoj	prononco
level	apro	apro	a wild boar	grupo	alternativoj	prononco
level	deponi	deponi	to deposit	grupo	alternativoj	prononco
level	starti	starti	to start off	grupo	alternativoj	prononco
level	piedfingro	piedfingro	a toe	grupo	alternativoj	prononco
level	bandito	bandito	a bandit	grupo	alternativoj	prononco
level	garbo	garbo	a sheaf, a bundle, a cluster	grupo	alternativoj	prononco
level	krestomatio	krestomatio	chrestomathy	grupo	alternativoj	prononco
level	galo	galo	a gall, a bile	grupo	alternativoj	prononco
level	kresto	kresto	a crest, a mountain ridge	grupo	alternativoj	prononco
level	splito	splito	a splinter, a chip	grupo	alternativoj	prononco
level	kalo	kalo	a callus	grupo	alternativoj	prononco
level	torto	torto	a tart, a pie	grupo	alternativoj	prononco
level	vindo	vindo	baby blanket	grupo	alternativoj	prononco
level	limako	limako	a slug	grupo	alternativoj	prononco
level	epidemio	epidemio	an epidemic	grupo	alternativoj	prononco
level	angilo	angilo	an eel	grupo	alternativoj	prononco
level	sinagogo	sinagogo	a synagogue	grupo	alternativoj	prononco
level	vejno	vejno	a vein	grupo	alternativoj	prononco
level	eventuala	eventuala	eventual, prospective, contingent	grupo	alternativoj	prononco
level	katalogo	katalogo	a catalogue	grupo	alternativoj	prononco
level	pufo	pufo	a puff	grupo	alternativoj	prononco
level	ĝendarmo	ĝendarmo	a gendarme, a patrolman	grupo	alternativoj	prononco
level	germana	germana	German	grupo	alternativoj	prononco
level	imuna	imuna	immune, resistant	grupo	alternativoj	prononco
level	funebrulo	funebrulo	a mouner	grupo	alternativoj	prononco
level	brito	brito	a British	grupo	alternativoj	prononco
level	veterinaro	veterinaro	a vet, a veterinarian	grupo	alternativoj	prononco
level	stadio	stadio	a stage, a period, a phase, a stadium	grupo	alternativoj	prononco
level	laŭbo	laŭbo	an arbor, a bower, a booth	grupo	alternativoj	prononco
level	viskio	viskio	whiskey	grupo	alternativoj	prononco
level	porkokotleto	porkokotleto	pork cutlet, a pork cutlet	grupo	alternativoj	prononco
level	teraso	teraso	a terrace	grupo	alternativoj	prononco
level	fasado	fasado	a facade	grupo	alternativoj	prononco
level	bulko	bulko	a roll, a bun	grupo	alternativoj	prononco
level	bestoĝardeno	bestoĝardeno	a zoo, an animal garden (=zoo)	grupo	alternativoj	prononco
level	porcelano	porcelano	a porcelain	grupo	alternativoj	prononco
level	ŝpini	ŝpini	to spin	grupo	alternativoj	prononco
level	plago	plago	a plague, a pest, a calamity	grupo	alternativoj	prononco
level	liceo	liceo	a lyceum, a grammar school	grupo	alternativoj	prononco
level	sakostrato	sakostrato	a dead-end street	grupo	alternativoj	prononco
level	sino	sino	a bosom, a lap	grupo	alternativoj	prononco
level	stratlanterno	stratlanterno	a street lamp, a lamppost (on a street)	grupo	alternativoj	prononco
level	karbono	karbono	carbon	grupo	alternativoj	prononco
level	lacerto	lacerto	a lizard, a lacerta	grupo	alternativoj	prononco
level	kapdoloro	kapdoloro	a headache	grupo	alternativoj	prononco
level	tatui	tatui	to tattoo	grupo	alternativoj	prononco
level	perono	perono	a perron, front steps, doorsteps	grupo	alternativoj	prononco
level	rusto	rusto	rust	grupo	alternativoj	prononco
level	tenera	tenera	tender, affectionate	grupo	alternativoj	prononco
level	kometo	kometo	a comet	grupo	alternativoj	prononco
level	brigado	brigado	a brigade	grupo	alternativoj	prononco
level	kontinua	kontinua	continuous	grupo	alternativoj	prononco
level	amforo	amforo	an amphora	grupo	alternativoj	prononco
level	gorĝodoloro	gorĝodoloro	a sore throat (pain in throat)	grupo	alternativoj	prononco
level	bosko	bosko	a grove, a copse	grupo	alternativoj	prononco
level	cidro	cidro	a cider	grupo	alternativoj	prononco
level	stomakdoloro	stomakdoloro	a stomach-ache	grupo	alternativoj	prononco
level	fago	fago	a beech	grupo	alternativoj	prononco
level	veziko	veziko	a bladder, a vesica	grupo	alternativoj	prononco
level	folklora vilaĝo	folklora vilaĝo	a folk village, a folk town	grupo	alternativoj	prononco
level	punto	punto	a lace	grupo	alternativoj	prononco
level	reakcio	reakcio	a reaction	grupo	alternativoj	prononco
level	islamo	islamo	Islam	grupo	alternativoj	prononco
level	senato	senato	a senate	grupo	alternativoj	prononco
level	ŝviti	ŝviti	to sweat	grupo	alternativoj	prononco
level	kurento	kurento	current (electric)	grupo	alternativoj	prononco
level	centra hejtado	centra hejtado	a central heating	grupo	alternativoj	prononco
level	komplemento	komplemento	a complement	grupo	alternativoj	prononco
level	tubero	tubero	a tuber, a bulge, a bump	grupo	alternativoj	prononco
level	epicentro	epicentro	an epicenter	grupo	alternativoj	prononco
level	kontakto	kontakto	a contact	grupo	alternativoj	prononco
level	palto	palto	a coat	grupo	alternativoj	prononco
level	furoro	furoro	hit, a blockbuster, craze, a furore	grupo	alternativoj	prononco
level	sterko	sterko	manure, fertilizer	grupo	alternativoj	prononco
level	federi	federi	to federate	grupo	alternativoj	prononco
level	fasono	fasono	fashion	grupo	alternativoj	prononco
level	centralizo	centralizo	centralization, a centralization	grupo	alternativoj	prononco
level	rakedo	rakedo	a racket	grupo	alternativoj	prononco
level	takto	takto	a tact, a rhythm, tempo	grupo	alternativoj	prononco
level	latuno	latuno	brass	grupo	alternativoj	prononco
level	svati	svati	to match-make, to match	grupo	alternativoj	prononco
level	orelringo	orelringo	an earring	grupo	alternativoj	prononco
level	lako	lako	lacquer, varnish	grupo	alternativoj	prononco
level	rokmuziko	rokmuziko	a rock music	grupo	alternativoj	prononco
level	gudro	gudro	tar	grupo	alternativoj	prononco
level	furaĝo	furaĝo	a forage, fodder	grupo	alternativoj	prononco
level	konkordo	konkordo	a concord, an accord, a harmony	grupo	alternativoj	prononco
level	ŝrumpi	ŝrumpi	to shrink, to shrivel	grupo	alternativoj	prononco
level	neceseja papero	neceseja papero	a toilet paper, a paper towel	grupo	alternativoj	prononco
level	sviso	sviso	a Swiss man	grupo	alternativoj	prononco
level	piceo	piceo	a spruce	grupo	alternativoj	prononco
level	klozetpapero	klozetpapero	a facial tissue	grupo	alternativoj	prononco
level	braceleto	braceleto	a bracelet	grupo	alternativoj	prononco
level	emajlo	emajlo	enamel	grupo	alternativoj	prononco
level	tuno	tuno	a metric ton	grupo	alternativoj	prononco
level	lumturo	lumturo	a lighthouse	grupo	alternativoj	prononco
level	finfine	finfine	finally, at last	grupo	alternativoj	prononco
level	profani	profani	to profane, to defile	grupo	alternativoj	prononco
level	renkonto	renkonto	an encounter, a meeting	grupo	alternativoj	prononco
level	ĝibo	ĝibo	a hump, a hunch	grupo	alternativoj	prononco
level	tapeto	tapeto	a tapestry, a wall covering	grupo	alternativoj	prononco
level	gaje	gaje	gaily, cheerfully, merrily	grupo	alternativoj	prononco
level	banto	banto	a bow, a knot, a bow tie	grupo	alternativoj	prononco
level	bankedo	bankedo	a banquet	grupo	alternativoj	prononco
level	skoto	skoto	a Scotsman	grupo	alternativoj	prononco
level	podio	podio	a podium	grupo	alternativoj	prononco
level	multe (da ~)	multe (da ~)	a lot (of ~), much, many	grupo	alternativoj	prononco
level	bigoto	bigoto	a bigot, a fanatic	grupo	alternativoj	prononco
level	suplemento	suplemento	a supplement	grupo	alternativoj	prononco
level	kompromiti	kompromiti	to compromise	grupo	alternativoj	prononco
level	cirkulero	cirkulero	a circular (letter, notice)	grupo	alternativoj	prononco
level	aklami	aklami	to acclaim, to applaud, to cheer	grupo	alternativoj	prononco
level	sekalo	sekalo	a rye	grupo	alternativoj	prononco
level	juristo	juristo	a jurist, a lawyer	grupo	alternativoj	prononco
level	laĉo	laĉo	a lace, a latchet, a shoe lace	grupo	alternativoj	prononco
level	konjako	konjako	cognac, brandy	grupo	alternativoj	prononco
level	barako	barako	a barrack, a shed, a barn	grupo	alternativoj	prononco
level	fotelo	fotelo	a armchair, an easy-chair (=apogseĝo, brakseĝo)	grupo	alternativoj	prononco
level	artiklo	artiklo	an article (goods, commodity, product)	grupo	alternativoj	prononco
level	patriotismo	patriotismo	patriotism	grupo	alternativoj	prononco
level	karnavalo	karnavalo	a carnival (festival days)	grupo	alternativoj	prononco
level	latino	latino	Latin	grupo	alternativoj	prononco
level	galoŝo	galoŝo	a galosh, an overshoe	grupo	alternativoj	prononco
level	tagiĝo	tagiĝo	dawn, a dawn, daybreak	grupo	alternativoj	prononco
level	pendolo	pendolo	a pendulum	grupo	alternativoj	prononco
level	mistifiki	mistifiki	to mystify, to fool, to hoax, to trick	grupo	alternativoj	prononco
level	elĉerpita	elĉerpita	exhausted, used up	grupo	alternativoj	prononco
level	sarki	sarki	to weed out	grupo	alternativoj	prononco
level	burleska	burleska	burlesque	grupo	alternativoj	prononco
level	akapari	akapari	to buy up, to corner the market, to monopolize	grupo	alternativoj	prononco
level	konfuzita	konfuzita	confused, perplexed	grupo	alternativoj	prononco
level	feĉo	feĉo	dregs, deposit, sludge, lees	grupo	alternativoj	prononco
level	ciro	ciro	a polish, a wax, a boot polish	grupo	alternativoj	prononco
level	ĉiuj	ĉiuj	all, every	grupo	alternativoj	prononco
level	hektaro	hektaro	a hectare	grupo	alternativoj	prononco
level	vinbero	vinbero	a grape	grupo	alternativoj	prononco
level	daktilo	daktilo	a dactyl, a date	grupo	alternativoj	prononco
level	tinkturo	tinkturo	a tincture, a tint, a dye	grupo	alternativoj	prononco
level	arterio	arterio	an artery	grupo	alternativoj	prononco
level	vespo	vespo	a wasp	grupo	alternativoj	prononco
level	kankro	kankro	a crab, a cancer, crayfish	grupo	alternativoj	prononco
level	propozicio	propozicio	a proposition, a statement	grupo	alternativoj	prononco
level	vieno	vieno	Vienna	grupo	alternativoj	prononco
level	karpo	karpo	a carp	grupo	alternativoj	prononco
level	lanaĵo	lanaĵo	a woolen cloth	grupo	alternativoj	prononco
level	redaktoro	redaktoro	an editor	grupo	alternativoj	prononco
level	akselo	akselo	an armpit, a crotch (of a tree), an axil	grupo	alternativoj	prononco
level	dianto	dianto	a carnation, a dianthus	grupo	alternativoj	prononco
level	prefere	prefere	preferably, rather	grupo	alternativoj	prononco
level	volumeno	volumeno	volume (cubic)	grupo	alternativoj	prononco
level	abomeni	abomeni	to abominate, to abhor, to loathe	grupo	alternativoj	prononco
level	tajpi	tajpi	to type	grupo	alternativoj	prononco
level	felto	felto	a felt	grupo	alternativoj	prononco
level	stadiono	stadiono	a stadium, an arena	grupo	alternativoj	prononco
level	misio	misio	a mission	grupo	alternativoj	prononco
level	kolumno	kolumno	a column	grupo	alternativoj	prononco
level	norda maro	norda maro	North Sea	grupo	alternativoj	prononco
level	rektoro	rektoro	a rector	grupo	alternativoj	prononco
level	norda poluso	norda poluso	North Pole	grupo	alternativoj	prononco
level	hortensio	hortensio	hydrangea, Hortensia (Hydrangea hortensis)	grupo	alternativoj	prononco
level	asfalto	asfalto	an asphalt, a pitch	grupo	alternativoj	prononco
level	volejbalo	volejbalo	volleyball	grupo	alternativoj	prononco
level	tarifo	tarifo	a tariff, a list of prices, a rate	grupo	alternativoj	prononco
level	larvo	larvo	a larva, a grub	grupo	alternativoj	prononco
level	vulturo	vulturo	a vulture	grupo	alternativoj	prononco
level	buŝtuko	buŝtuko	a napkin	grupo	alternativoj	prononco
level	bacilo	bacilo	bacillus	grupo	alternativoj	prononco
level	mantuko	mantuko	a towel	grupo	alternativoj	prononco
level	mitulo	mitulo	a mussel	grupo	alternativoj	prononco
level	lapo	lapo	burdock, greater burdock, beggar's buttons (Arctium lappa)	grupo	alternativoj	prononco
level	viŝtuko	viŝtuko	a cloth (mop), a dust rag	grupo	alternativoj	prononco
level	noktuo	noktuo	an owl, a noctua	grupo	alternativoj	prononco
level	entuziasma	entuziasma	enthusiastic	grupo	alternativoj	prononco
level	oriolo	oriolo	an oriole	grupo	alternativoj	prononco
level	scenejo	scenejo	a stage (scene)	grupo	alternativoj	prononco
level	unio	unio	a union	grupo	alternativoj	prononco
level	eklipso	eklipso	eclipse	grupo	alternativoj	prononco
level	peonio	peonio	a peony	grupo	alternativoj	prononco
level	muzelo	muzelo	a muzzle, a snout	grupo	alternativoj	prononco
level	zoologio	zoologio	zoology	grupo	alternativoj	prononco
level	enscenigisto	enscenigisto	a producer, director (PD)	grupo	alternativoj	prononco
level	funelo	funelo	a funnel	grupo	alternativoj	prononco
level	literatura	literatura	literary	grupo	alternativoj	prononco
level	brokanti	brokanti	to deal in secondhand goods	grupo	alternativoj	prononco
level	salato	salato	salad (=salado)	grupo	alternativoj	prononco
level	slovako	slovako	a Slovak person	grupo	alternativoj	prononco
level	deteni	deteni	to detain, to restrain	grupo	alternativoj	prononco
level	usonano	usonano	an American, US citizen	grupo	alternativoj	prononco
level	katakombo	katakombo	a catacomb	grupo	alternativoj	prononco
level	unesko	unesko	UNESCO	grupo	alternativoj	prononco
level	ondorompilo	ondorompilo	a breakwater, a seawall	grupo	alternativoj	prononco
level	pardonon!	pardonon!	I'm sorry. pardon!	grupo	alternativoj	prononco
level	kolringo	kolringo	a necklace	grupo	alternativoj	prononco
level	vizito	vizito	a visit	grupo	alternativoj	prononco
level	paraŝuto	paraŝuto	a parachute	grupo	alternativoj	prononco
level	ribo	ribo	a currant, a gooseberry	grupo	alternativoj	prononco
level	vizitkarto	vizitkarto	a calling card, a business card	grupo	alternativoj	prononco
level	estigi	estigi	to bring into being, to create, to cause	grupo	alternativoj	prononco
level	amuziĝi	amuziĝi	to have fun, to enjoy oneself	grupo	alternativoj	prononco
level	ampolo	ampolo	an ampule, a bulb	grupo	alternativoj	prononco
level	karakterizi	karakterizi	to characterize	grupo	alternativoj	prononco
level	palato	palato	palate, hard palate	grupo	alternativoj	prononco
level	fido	fido	faith, trust	grupo	alternativoj	prononco
level	ovalo	ovalo	an oval	grupo	alternativoj	prononco
level	fajenco	fajenco	crockery, pottery, earthenware	grupo	alternativoj	prononco
level	gelateno	gelateno	a gelatine	grupo	alternativoj	prononco
level	stoplo	stoplo	a stubble	grupo	alternativoj	prononco
level	oficejo	oficejo	an office (space), bureau	grupo	alternativoj	prononco
level	elektroniko	elektroniko	electronics	grupo	alternativoj	prononco
level	medio	medio	environment, an environment	grupo	alternativoj	prononco
level	debeto	debeto	a debit	grupo	alternativoj	prononco
level	aferisto	aferisto	a businessman	grupo	alternativoj	prononco
level	zinko	zinko	zinc	grupo	alternativoj	prononco
level	diskuto	diskuto	a discussion	grupo	alternativoj	prononco
level	interpelacii	interpelacii	to interpellate, to question officially	grupo	alternativoj	prononco
level	kejlo	kejlo	a peg, a plug, a pin (keil)	grupo	alternativoj	prononco
level	babelo	babelo	Babel	grupo	alternativoj	prononco
level	karafo	karafo	a carafe, a decanter	grupo	alternativoj	prononco
level	Babelturo	Babelturo	Tower of Babel	grupo	alternativoj	prononco
level	antikvo	antikvo	an antiquity	grupo	alternativoj	prononco
level	kirurgio	kirurgio	a surgery (=ĥirurgio)	grupo	alternativoj	prononco
level	invalido	invalido	an invalid, a disabled person	grupo	alternativoj	prononco
level	opozicio	opozicio	an opposition	grupo	alternativoj	prononco
level	malsato	malsato	hunger, a hunger	grupo	alternativoj	prononco
level	alvoko	alvoko	a call, summon	grupo	alternativoj	prononco
level	ŝakalo	ŝakalo	a jackal	grupo	alternativoj	prononco
level	fulmi	fulmi	to flash, to lighten	grupo	alternativoj	prononco
level	paneo	paneo	a breakdown, a failure	grupo	alternativoj	prononco
level	ingredienco	ingredienco	an ingredient	grupo	alternativoj	prononco
level	higrometro	higrometro	a hygrometer	grupo	alternativoj	prononco
level	fulmoforigilo	fulmoforigilo	a lightning rod	grupo	alternativoj	prononco
level	tradukita	tradukita	translated	grupo	alternativoj	prononco
level	konkava	konkava	a concave	grupo	alternativoj	prononco
level	ĉarumo	ĉarumo	a wheel barrow, a barrow	grupo	alternativoj	prononco
level	konveksa	konveksa	convex	grupo	alternativoj	prononco
level	platano	platano	a platanus	grupo	alternativoj	prononco
level	bretaro	bretaro	a set of shelf (wall), shelves, bookcase	grupo	alternativoj	prononco
level	cirkelo	cirkelo	a compass (drawing a circle)	grupo	alternativoj	prononco
level	lulilo (lulkorbo)	lulilo (lulkorbo)	a cradle	grupo	alternativoj	prononco
level	pliigi	pliigi	to increase	grupo	alternativoj	prononco
level	invito	invito	an invitation, prompt	grupo	alternativoj	prononco
